Room type,Price,Location,URL
Habitación Individual,350 €/mes,"Cenicientos, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,350 €/mes,"Centro, Parla, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,478 €/mes,"Bellas Vistas, Tetuán, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,415 €/mes,"Almagro, Chamberí, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,460 €/mes,"Centro, Valdemoro, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,360 €/mes,"Ventas, Ciudad Lineal, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,475 €/mes,"Castellana, Salamanca, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,500 €/mes,"Valdebebas-Valdefuentes, Hortaleza, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,500 €/mes,"Valdebebas-Valdefuentes, Hortaleza, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,350 €/mes,"Villalbilla, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,350 €/mes,"Villalbilla, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,400 €/mes,"Guindalera, Salamanca, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,600 €/mes,"Acacias, Arganzuela, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,300 €/mes,"Tielmes, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,490 €/mes,"Universidad-Malasaña, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,450 €/mes,"Paracuellos de Jarama, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,320 €/mes,"Buenavista, Carabanchel, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,400 €/mes,"El Caracol-Altos del Olivar, Valdemoro, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,455 €/mes,"Pueblo, Pozuelo de Alarcón, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,320 €/mes,"Vista Alegre, Carabanchel, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,490 €/mes,"Universidad-Malasaña, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,400 €/mes,"Embajadores-Lavapiés, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,350 €/mes,"Centro, Aranjuez, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicos,350 €/mes,"Valderas-Los Castillos-Parque Lisboa, Alcorcón, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,350 €/mes,"Numancia, Puente de Vallecas, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,300 €/mes,"Ciudad Universitaria, Moncloa-Aravaca, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,460 €/mes,"Guindalera, Salamanca, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,350 €/mes,"Zona Europa, Arroyomolinos, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,400 €/mes,"Aeropuerto, Barajas, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,340 €/mes,"Moralzarzal, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,550 €/mes,"Imperial, Arganzuela, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,425 €/mes,"Marroquina, Moratalaz, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,300 €/mes,"Orcasur, Usera, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,650 €/mes,"Núcleo Urbano, Villanueva de la Cañada, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,380 €/mes,"Acacias, Arganzuela, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble · Sólo chicas,200 €/mes,"Pueblo Nuevo, Ciudad Lineal, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble · Sólo chicos,550 €/mes,"Acacias, Arganzuela, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble · Sólo chicas,450 €/mes,"Centro, Leganés, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,450 €/mes,"Centro, Leganés, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,475 €/mes,"Justicia-Chueca, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,375 €/mes,"Centro Histórico, Vicálvaro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,453 €/mes,"Las Tablas, Fuencarral-El Pardo, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicos,500 €/mes,"Fuente del Berro, Salamanca, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicos,500 €/mes,"Fuente del Berro, Salamanca, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicos,325 €/mes,"Torrejón de la Calzada, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicos,325 €/mes,"Torrejón de la Calzada, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,350 €/mes,"Abantos-Monte Carmelo-El Rosario, San Lorenzo de El Escorial, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,650 €/mes,"Aluche, Latina, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,370 €/mes,"Bellas Vistas, Tetuán, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,650 €/mes,"Rosas, San Blas, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,650 €/mes,"Rosas, San Blas, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,500 €/mes,"Universidad-Malasaña, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,350 €/mes,"Valdemorillo, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,400 €/mes,"Parque Ondarreta-Urtinsa, Alcorcón, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,300 €/mes,"Centro, Leganés, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,300 €/mes,"Centro, Leganés, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,300 €/mes,"San Isidro, Estación, Centro, Alcalá de Henares, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,325 €/mes,"San Isidro, Estación, Centro, Alcalá de Henares, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,550 €/mes,"Arapiles, Chamberí, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,350 €/mes,"Parque Inlasa, Parla, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,270 €/mes,"Casco Histórico, Centro, Alcalá de Henares, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,340 €/mes,"Pueblo Nuevo, Ciudad Lineal, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicos,500 €/mes,"Castillejos, Tetuán, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,400 €/mes,"Colmenarejo, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicos,350 €/mes,"Juan de la Cierva, Getafe, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,480 €/mes,"Abrantes, Carabanchel, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicos,400 €/mes,"Puerta de Madrid, El Juncal, Reyes Católicos, Alcalá de Henares, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,550 €/mes,"Embajadores-Lavapiés, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,650 €/mes,"Embajadores-Lavapiés, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,650 €/mes,"Justicia-Chueca, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,380 €/mes,"Centro, Boadilla del Monte, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,300 €/mes,"Juan de la Cierva, Getafe, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,300 €/mes,"Juan de la Cierva, Getafe, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,550 €/mes,"Bellas Vistas, Tetuán, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,350 €/mes,"Centro, Leganés, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,800 €/mes,"Campamento, Latina, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,380 €/mes,"Canillejas, San Blas, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,700 €/mes,"Campamento, Latina, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,325 €/mes,"Butarque, Villaverde, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,300 €/mes,"Butarque, Villaverde, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,480 €/mes,"Centro, Boadilla del Monte, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,480 €/mes,"Centro, Boadilla del Monte, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,325 €/mes,"Zona de las Cárcavas-Arroyo del Bosque, Arroyomolinos, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,600 €/mes,"El Val, El Val, Alcalá de Henares, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,600 €/mes,"El Val, El Val, Alcalá de Henares, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,500 €/mes,"Hispanoamérica, Chamartín, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,480 €/mes,"Comillas, Carabanchel, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,480 €/mes,"Comillas, Carabanchel, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble · Sólo chicas,600 €/mes,"Universidad-Malasaña, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,479 €/mes,"Palacio, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,649 €/mes,"Palacio, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicos,300 €/mes,"La Alhóndiga, Getafe, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,420 €/mes,"Paracuellos de Jarama, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,350 €/mes,"Pinar del Rey, Hortaleza, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,600 €/mes,"Hoyo de Manzanares, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,859 €/mes,"Apóstol Santiago, Hortaleza, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble · Sólo chicas,850 €/mes,"Apóstol Santiago, Hortaleza, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,470 €/mes,"Guindalera, Salamanca, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,380 €/mes,"Centro, Colmenar Viejo, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,380 €/mes,"Sur-Este, Móstoles, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicos,300 €/mes,"Puerta Bonita, Carabanchel, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,425 €/mes,"Aluche, Latina, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,700 €/mes,"Estación-Zona Norte, Pozuelo de Alarcón, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,825 €/mes,"Sol, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,350 €/mes,"Numancia, Puente de Vallecas, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,550 €/mes,"Legazpi, Arganzuela, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,350 €/mes,"Parque Ondarreta-Urtinsa, Alcorcón, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,350 €/mes,"Parque Ondarreta-Urtinsa, Alcorcón, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,370 €/mes,"Bellas Vistas, Tetuán, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble · Sólo chicas,350 €/mes,"Rivas-Urbanizaciones, Rivas-Vaciamadrid, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,480 €/mes,"Aravaca, Moncloa-Aravaca, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,600 €/mes,"Lista, Salamanca, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,300 €/mes,"Belmonte de Tajo, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicos,495 €/mes,"Bellas Vistas, Tetuán, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicos,495 €/mes,"Bellas Vistas, Tetuán, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,350 €/mes,"Parque Ondarreta-Urtinsa, Alcorcón, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,325 €/mes,"Venecia, Centro, Alcalá de Henares, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,325 €/mes,"Venecia, Centro, Alcalá de Henares, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,250 €/mes,"Fuentebella, Parla, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,360 €/mes,"Aluche, Latina, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,400 €/mes,"Lucero, Latina, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,330 €/mes,"Centro, Leganés, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,330 €/mes,"Centro, Leganés, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,350 €/mes,"Centro, Móstoles, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,480 €/mes,"Estrella, Retiro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,420 €/mes,"Abantos-Monte Carmelo-El Rosario, San Lorenzo de El Escorial, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,330 €/mes,"Puerta del Ángel, Latina, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,330 €/mes,"Puerta del Ángel, Latina, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,330 €/mes,"Concepción, Ciudad Lineal, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,450 €/mes,"Ciudad Universitaria, Moncloa-Aravaca, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,350 €/mes,"Abrantes, Carabanchel, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,350 €/mes,"Casco, Rivas-Vaciamadrid, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,420 €/mes,"Abantos-Monte Carmelo-El Rosario, San Lorenzo de El Escorial, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,450 €/mes,"Costillares, Ciudad Lineal, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,500 €/mes,"Costillares, Ciudad Lineal, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,430 €/mes,"Norte-Universidad, Móstoles, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,400 €/mes,"Norte-Universidad, Móstoles, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,550 €/mes,"Justicia-Chueca, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,550 €/mes,"Justicia-Chueca, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,430 €/mes,"Vinateros, Moratalaz, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,520 €/mes,"Universidad-Malasaña, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,550 €/mes,"Universidad-Malasaña, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,350 €/mes,"Chapinería, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble · Sólo chicos,680 €/mes,"Numancia, Puente de Vallecas, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,330 €/mes,"El Restón, Valdemoro, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,475 €/mes,"Bellas Vistas, Tetuán, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble · Sólo chicas,395 €/mes,"Aluche, Latina, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,400 €/mes,"Pilar, Fuencarral-El Pardo, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,400 €/mes,"Arroyos y Tempranales, San Sebastián de los Reyes, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,350 €/mes,"Centro-Arroyo-La Fuente, Fuenlabrada, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,290 €/mes,"Almenara, Tetuán, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble · Sólo chicas,700 €/mes,"Gaztambide, Chamberí, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,400 €/mes,"Zona Puerto, Coslada, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,450 €/mes,"Zona Puerto, Coslada, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,450 €/mes,"Centro, Alcobendas, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,450 €/mes,"Centro, Alcobendas, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,500 €/mes,"Núcleo Urbano, Villanueva de la Cañada, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,350 €/mes,"Zona Club Deportivo Galapagar-Los Almendros, Galapagar, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,475 €/mes,"Canillas, Hortaleza, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,475 €/mes,"Canillas, Hortaleza, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,500 €/mes,"Canillas, Hortaleza, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,600 €/mes,"Canillas, Hortaleza, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,400 €/mes,"Castilla, Chamartín, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,400 €/mes,"Castilla, Chamartín, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,400 €/mes,"Sevilla la Nueva, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,600 €/mes,"Gaztambide, Chamberí, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,490 €/mes,"Griñón, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,450 €/mes,"Griñón, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,350 €/mes,"Casa de Campo, Moncloa-Aravaca, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,340 €/mes,"Pintores-Ferial, Parla, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,340 €/mes,"Pintores-Ferial, Parla, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,450 €/mes,"Collado Mediano, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,600 €/mes,"Castillejos, Tetuán, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,330 €/mes,"Butarque, Villaverde, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,450 €/mes,"Delicias, Arganzuela, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,500 €/mes,"Delicias, Arganzuela, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,370 €/mes,"Zona Noreste, Torrejón de Ardoz, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,500 €/mes,"Sanchinarro, Hortaleza, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,560 €/mes,"Arapiles, Chamberí, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,480 €/mes,"Arapiles, Chamberí, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,360 €/mes,"Sanchinarro, Hortaleza, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,450 €/mes,"Centro, Alcobendas, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,390 €/mes,"Costillares, Ciudad Lineal, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble · Sólo chicos,400 €/mes,"San Isidro, Carabanchel, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,540 €/mes,"Pacífico, Retiro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,390 €/mes,"Centro, Alcobendas, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,490 €/mes,"Centro, Alcobendas, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,550 €/mes,"Castilla, Chamartín, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,400 €/mes,"El Bercial, Getafe, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,380 €/mes,"Rosas, San Blas, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,380 €/mes,"Rosas, San Blas, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,595 €/mes,"Centro, Getafe, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,595 €/mes,"Centro, Getafe, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,600 €/mes,"Acacias, Arganzuela, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,470 €/mes,"Centro, Móstoles, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicos,300 €/mes,"Centro, Getafe, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicos,265 €/mes,"Centro-Zona de la Estación, Tres Cantos, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble · Sólo chicas,500 €/mes,"Perales del Río, Getafe, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,550 €/mes,"Justicia-Chueca, Centro, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,500 €/mes,"Almagro, Chamberí, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,500 €/mes,"Almagro, Chamberí, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,320 €/mes,"Butarque, Villaverde, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,430 €/mes,"Delicias, Arganzuela, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,600 €/mes,"Las Tablas, Fuencarral-El Pardo, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,310 €/mes,"Las Margaritas-Universidad, Getafe, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,375 €/mes,"Almendrales, Usera, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,870 €/mes,"Núcleo Urbano, Villanueva de la Cañada, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,870 €/mes,"Núcleo Urbano, Villanueva de la Cañada, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,340 €/mes,"Puerta Bonita, Carabanchel, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,340 €/mes,"Puerta Bonita, Carabanchel, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual · Sólo chicas,620 €/mes,"Vallehermoso, Chamberí, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,350 €/mes,"Arroyos y Tempranales, San Sebastián de los Reyes, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,525 €/mes,"Las Margaritas-Universidad, Getafe, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Doble,900 €/mes,"Bellas Vistas, Tetuán, Madrid Capital, Madrid",https://www.pisocompartido.com/habitacion/920448/
Habitación Individual,420 €/mes,"Núcleo Urbano, Villanueva de la Cañada, Madrid",https://www.pisocompartido.com/habitacion/920448/
